## Wed Dec 27 23:32:50 2023
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ymzghtyc --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_ymzghtyc --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_ymzghtyc/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
57	192952.MM_0706	4.06e-150	422.0	COG1779@1|root,arCOG04265@2157|Archaea,2XWNA@28890|Euryarchaeota,2N9T4@224756|Methanomicrobia	224756|Methanomicrobia	S	ZPR1-related zinc finger protein	-	-	-	ko:K06874	-	-	-	-	ko00000	-	-	-	zf-ZPR1
58	264732.Moth_1197	7.14e-184	511.0	COG1410@1|root,COG1410@2|Bacteria,1VRVS@1239|Firmicutes,25EJA@186801|Clostridia,42JFY@68295|Thermoanaerobacterales	186801|Clostridia	E	Pterin binding enzyme	acsE	-	2.1.1.13,2.1.1.258	ko:K00548,ko:K15023	ko00270,ko00450,ko00670,ko00720,ko01100,ko01110,ko01120,ko01200,ko01230,map00270,map00450,map00670,map00720,map01100,map01110,map01120,map01200,map01230	M00017,M00377	R00946,R02289,R09365,R10243	RC00004,RC00035,RC00113,RC01144,RC01241,RC02871,RC02977	ko00000,ko00001,ko00002,ko01000	-	-	-	Pterin_bind
59	9606.ENSP00000367792	2.02e-171	493.0	COG4642@1|root,KOG0231@2759|Eukaryota,39RKK@33154|Opisthokonta,3BJZX@33208|Metazoa,3CUAU@33213|Bilateria,4823V@7711|Chordata,4962Y@7742|Vertebrata,3J1ND@40674|Mammalia,35H01@314146|Euarchontoglires,4MCIP@9443|Primates,4MVTG@9604|Hominidae	33208|Metazoa	S	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.	MORN1	-	-	-	-	-	-	-	-	-	-	-	MORN
61	5833.PFD0830w	1.19e-196	558.0	COG0207@1|root,COG0262@1|root,KOG0673@2759|Eukaryota,KOG1324@2759|Eukaryota,3Y9V0@5794|Apicomplexa,3KA8B@422676|Aconoidasida,3YY9F@5819|Haemosporida	422676|Aconoidasida	H	Bifunctional enzyme. Involved in de novo dTMP biosynthesis. Key enzyme in folate metabolism	-	GO:0000082,GO:0000083,GO:0000278,GO:0000900,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0004799,GO:0005488,GO:0005542,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005759,GO:0005829,GO:0006082,GO:0006139,GO:0006220,GO:0006221,GO:0006231,GO:0006259,GO:0006355,GO:0006417,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006753,GO:0006760,GO:0006793,GO:0006796,GO:0006807,GO:0007049,GO:0008144,GO:0008150,GO:0008152,GO:0008168,GO:0009058,GO:0009059,GO:0009117,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009157,GO:0009162,GO:0009165,GO:0009176,GO:0009177,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015949,GO:0016020,GO:0016740,GO:0016741,GO:0017148,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019637,GO:0019692,GO:0019752,GO:0019842,GO:0019866,GO:0022402,GO:0030371,GO:0031090,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031406,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032259,GO:0032268,GO:0032269,GO:0033218,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0034654,GO:0035999,GO:0036094,GO:0042083,GO:0042221,GO:0042558,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044770,GO:0044772,GO:0044843,GO:0045182,GO:0046073,GO:0046385,GO:0046483,GO:0046653,GO:0046683,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051186,GO:0051246,GO:0051248,GO:0051252,GO:0055086,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071897,GO:0072341,GO:0072527,GO:0072528,GO:0080090,GO:0090079,GO:0090304,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903047,GO:1903506,GO:1990825,GO:2000112,GO:2000113,GO:2001141	1.5.1.3,2.1.1.45	ko:K13998	ko00240,ko00670,ko00790,ko01100,map00240,map00670,map00790,map01100	M00053,M00126,M00841	R00936,R00937,R00939,R00940,R02101,R02235,R02236	RC00109,RC00110,RC00158,RC00219,RC00332	ko00000,ko00001,ko00002,ko01000	-	-	-	DHFR_1,Thymidylat_synt
62	3702.AT3G21360.1	5.18e-252	689.0	28JFJ@1|root,2QRUR@2759|Eukaryota,37IIG@33090|Viridiplantae,3GFW6@35493|Streptophyta,3HP3V@3699|Brassicales	35493|Streptophyta	S	Clavaminate synthase-like protein At3g21360	-	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	TauD
63	196627.cg1206	2.17e-153	433.0	COG2513@1|root,COG2513@2|Bacteria,2GMQ4@201174|Actinobacteria,22JXI@1653|Corynebacteriaceae	201174|Actinobacteria	G	COG2513 PEP phosphonomutase and related enzymes	-	-	-	-	-	-	-	-	-	-	-	-	PEP_mutase
64	224914.BMEI0819	1.59e-181	504.0	COG0584@1|root,COG0584@2|Bacteria,1MU8H@1224|Proteobacteria,2TV1D@28211|Alphaproteobacteria,1J25X@118882|Brucellaceae	28211|Alphaproteobacteria	C	Glycerophosphoryl diester phosphodiesterase family	ugpQ	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD
65	1027396.LMOSA_20640	3.35e-239	659.0	COG2073@1|root,COG2073@2|Bacteria,1TPYM@1239|Firmicutes,4HAX7@91061|Bacilli,26KAG@186820|Listeriaceae	91061|Bacilli	H	cobalamin biosynthesis protein	cbiG	-	3.7.1.12	ko:K02189	ko00860,ko01100,map00860,map01100	-	R07772	RC01545,RC02097	ko00000,ko00001,ko01000	-	-	-	CbiG_C,CbiG_N,CbiG_mid
67	220668.lp_2179	5.15e-75	224.0	2DHWG@1|root,32U9W@2|Bacteria,1VDSF@1239|Firmicutes,4HP9N@91061|Bacilli,3F7E3@33958|Lactobacillaceae	91061|Bacilli	S	Putative amino acid metabolism	XK27_04120	-	-	-	-	-	-	-	-	-	-	-	DUF1831
68	269798.CHU_2012	2.31e-159	459.0	COG0457@1|root,COG0457@2|Bacteria,4NIEU@976|Bacteroidetes,47XPU@768503|Cytophagia	976|Bacteroidetes	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	TPR_16,TPR_19,TPR_2,TPR_8
69	877455.Metbo_0919	8.03e-167	472.0	COG1208@1|root,arCOG00664@2157|Archaea,2XUHB@28890|Euryarchaeota,23PA9@183925|Methanobacteria	183925|Methanobacteria	M	Nucleotidyl transferase	-	-	2.7.7.24	ko:K00973	ko00521,ko00523,ko00525,ko01130,map00521,map00523,map00525,map01130	M00793	R02328	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase
70	9593.ENSGGOP00000004635	9.83e-104	306.0	KOG4297@1|root,KOG4297@2759|Eukaryota,39Z2X@33154|Opisthokonta,3BNS0@33208|Metazoa,3D1AT@33213|Bilateria,48AZT@7711|Chordata,496RT@7742|Vertebrata,3JA6S@40674|Mammalia,35JJ2@314146|Euarchontoglires,4MIUM@9443|Primates,4N1EJ@9604|Hominidae	33208|Metazoa	TV	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)	CD207	GO:0002252,GO:0002376,GO:0002474,GO:0002478,GO:0002479,GO:0003674,GO:0005488,GO:0005537,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005886,GO:0005887,GO:0006810,GO:0006897,GO:0006898,GO:0006950,GO:0006952,GO:0008150,GO:0009605,GO:0009607,GO:0009615,GO:0010008,GO:0012505,GO:0012506,GO:0016020,GO:0016021,GO:0016192,GO:0019882,GO:0019884,GO:0030135,GO:0030136,GO:0030139,GO:0030246,GO:0030659,GO:0030662,GO:0030665,GO:0030666,GO:0030669,GO:0031090,GO:0031224,GO:0031226,GO:0031410,GO:0031901,GO:0031982,GO:0036094,GO:0042590,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045334,GO:0048002,GO:0048029,GO:0050896,GO:0051179,GO:0051234,GO:0051607,GO:0051704,GO:0051707,GO:0071944,GO:0097708,GO:0098542,GO:0098588,GO:0098657,GO:0098805	-	ko:K06561,ko:K06721,ko:K10060,ko:K17513	-	-	-	-	ko00000,ko04090,ko04091	-	-	-	Lectin_C
71	1280.SAXN108_0745	9.56e-72	218.0	COG0454@1|root,COG0456@2|Bacteria,1TXXP@1239|Firmicutes,4I70E@91061|Bacilli,4GZQ1@90964|Staphylococcaceae	91061|Bacilli	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
72	196627.cg1846	4.4e-142	400.0	COG1309@1|root,COG1309@2|Bacteria,2HNIZ@201174|Actinobacteria,22NJH@1653|Corynebacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
73	272626.lin0030	1.96e-209	582.0	COG1609@1|root,COG1609@2|Bacteria,1TP69@1239|Firmicutes,4IPSS@91061|Bacilli,26J4T@186820|Listeriaceae	91061|Bacilli	K	Transcriptional regulator	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
74	9606.ENSP00000283629	0.0	1069.0	KOG4091@1|root,KOG4091@2759|Eukaryota,38FS2@33154|Opisthokonta,3BCA7@33208|Metazoa,3CSZ6@33213|Bilateria,480NQ@7711|Chordata,492FT@7742|Vertebrata,3JER9@40674|Mammalia,35E2F@314146|Euarchontoglires,4MDRT@9443|Primates,4N1TY@9604|Hominidae	33208|Metazoa	K	CP2 transcription factor	UBP1	GO:0000981,GO:0001525,GO:0001568,GO:0001944,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0003712,GO:0003714,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006355,GO:0006357,GO:0007275,GO:0008150,GO:0009653,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016032,GO:0019058,GO:0019079,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0035239,GO:0035295,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043565,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045892,GO:0045934,GO:0048514,GO:0048519,GO:0048523,GO:0048646,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051704,GO:0060255,GO:0065007,GO:0070013,GO:0072358,GO:0072359,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K09275	-	-	-	-	ko00000,ko03000	-	-	-	CP2
75	273063.STK_20500	5.04e-82	243.0	COG3355@1|root,arCOG02242@2157|Archaea	2157|Archaea	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TrmB
76	9478.XP_008064746.1	5.4e-35	127.0	KOG3105@1|root,KOG3105@2759|Eukaryota,38GWY@33154|Opisthokonta,3BKR6@33208|Metazoa,3D1QB@33213|Bilateria,483I0@7711|Chordata,495EU@7742|Vertebrata,3JE95@40674|Mammalia,35J3H@314146|Euarchontoglires,4MEY9@9443|Primates	33208|Metazoa	BD	Centromere protein B dimerisation domain	CENPB	GO:0000228,GO:0000775,GO:0000779,GO:0000780,GO:0000785,GO:0000790,GO:0000792,GO:0000793,GO:0000794,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003696,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005720,GO:0005721,GO:0016604,GO:0019237,GO:0031618,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0070013,GO:0097159,GO:0098687,GO:1901363,GO:1990837	-	ko:K11496	-	-	-	-	ko00000,ko03036	-	-	-	CENP-B_N,CENP-B_dimeris,DDE_1,HTH_Tnp_Tc5
77	5693.XP_820551.1	6.49e-86	257.0	KOG0145@1|root,KOG0145@2759|Eukaryota,3XUZT@5653|Kinetoplastida	5653|Kinetoplastida	A	RNA-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	RRM_1
78	243265.plu1708	5.42e-101	293.0	2B9U6@1|root,32372@2|Bacteria,1RHAQ@1224|Proteobacteria,1S2IH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	phage tail protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_T4_gp19
80	390333.Ldb0821	5.75e-176	493.0	COG0300@1|root,COG0300@2|Bacteria,1TSJ3@1239|Firmicutes,4HI3D@91061|Bacilli,3F41Y@33958|Lactobacillaceae	91061|Bacilli	S	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	ko:K07124	-	-	-	-	ko00000	-	-	-	adh_short
81	273075.Ta0475	1.05e-245	676.0	COG0675@1|root,arCOG00680@2157|Archaea,2Y8F7@28890|Euryarchaeota	28890|Euryarchaeota	L	Putative transposase DNA-binding domain	-	-	-	ko:K07496	-	-	-	-	ko00000	-	-	-	OrfB_Zn_ribbon
82	103690.17132924	7.14e-94	275.0	COG0607@1|root,COG0607@2|Bacteria,1G54S@1117|Cyanobacteria,1HN1G@1161|Nostocales	1117|Cyanobacteria	P	PFAM Rhodanese-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Rhodanese
83	243232.MJ_0968	1.62e-190	529.0	COG4087@1|root,arCOG01579@2157|Archaea,2XVW5@28890|Euryarchaeota,23Q7J@183939|Methanococci	183939|Methanococci	S	PFAM Haloacid dehalogenase domain protein hydrolase	-	-	3.6.3.54	ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5	-	-	Hydrolase
84	1124983.PFLCHA0_c54950	4.3e-215	593.0	COG1099@1|root,COG1099@2|Bacteria,1MY2H@1224|Proteobacteria,1RTX9@1236|Gammaproteobacteria,1YMRY@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	TatD related DNase	-	-	-	ko:K07051	-	-	-	-	ko00000	-	-	-	TatD_DNase
85	160492.XF_1275	2.68e-99	291.0	COG3937@1|root,COG3937@2|Bacteria,1N1EW@1224|Proteobacteria,1SDB2@1236|Gammaproteobacteria,1X717@135614|Xanthomonadales	135614|Xanthomonadales	S	Poly(hydroxyalcanoate) granule associated protein	-	-	-	-	-	-	-	-	-	-	-	-	Phasin
86	1082932.ATCR1_13838	1.12e-151	427.0	COG2802@1|root,COG2802@2|Bacteria,1NV9N@1224|Proteobacteria,2TQZ4@28211|Alphaproteobacteria,4BB2S@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	to the N-terminal domain of Lon protease	lonD	-	3.4.21.53	ko:K01338,ko:K07157	ko04112,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	LON_substr_bdg
87	5833.MAL7P1.100	9.83e-218	604.0	KOG0589@1|root,KOG0589@2759|Eukaryota,3YA1D@5794|Apicomplexa,3KA8T@422676|Aconoidasida,3YZ5Y@5819|Haemosporida	422676|Aconoidasida	T	Belongs to the protein kinase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase
88	27679.XP_003939632.1	2.4e-111	342.0	COG0038@1|root,KOG0475@2759|Eukaryota,38CGM@33154|Opisthokonta,3BBJ7@33208|Metazoa,3CRTB@33213|Bilateria,482T6@7711|Chordata,4962E@7742|Vertebrata,3JCGY@40674|Mammalia,359SP@314146|Euarchontoglires,4M7XR@9443|Primates	33208|Metazoa	P	voltage-gated chloride channel activity	CLCN5	GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005247,GO:0005253,GO:0005254,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005829,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0006897,GO:0007588,GO:0008150,GO:0008308,GO:0008509,GO:0010008,GO:0012505,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015291,GO:0015297,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0016192,GO:0022803,GO:0022804,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0031090,GO:0031224,GO:0031226,GO:0031410,GO:0031982,GO:0032501,GO:0034220,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045177,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0097708,GO:0098588,GO:0098656,GO:0098657,GO:0098660,GO:0098661,GO:0098805,GO:1902476	-	ko:K05012	-	-	-	-	ko00000,ko04040	2.A.49.1.1,2.A.49.1.2,2.A.49.1.3,2.A.49.2.2,2.A.49.2.3,2.A.49.2.8	-	-	CBS,Voltage_CLC
89	316407.85675229	0.0	1117.0	COG0073@1|root,COG0143@1|root,COG0073@2|Bacteria,COG0143@2|Bacteria,1MUBY@1224|Proteobacteria,1RMYM@1236|Gammaproteobacteria,3XN5R@561|Escherichia	1236|Gammaproteobacteria	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	metG	GO:0003674,GO:0003824,GO:0004812,GO:0004825,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006431,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.10	ko:K01874	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	iEC042_1314.EC042_2346,iECUMN_1333.ECUMN_2446	Anticodon_1,tRNA-synt_1g,tRNA_bind
90	10376.G3CKQ6_EBVG	4.24e-104	301.0	4QBMB@10239|Viruses,4QVS3@35237|dsDNA viruses  no RNA stage,4R1B6@548681|Herpesvirales	548681|Herpesvirales	S	Herpesvirus BLRF2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
91	381046.XP_002551540.1	3.45e-265	734.0	COG0624@1|root,2QPR4@2759|Eukaryota,38F26@33154|Opisthokonta,3NWKV@4751|Fungi,3QJII@4890|Ascomycota,3RRYD@4891|Saccharomycetes,3S0SV@4893|Saccharomycetaceae	4751|Fungi	E	Peptidase dimerisation domain	-	-	-	-	-	-	-	-	-	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M28
92	257310.BB4777	1.72e-288	786.0	COG0673@1|root,COG0673@2|Bacteria,1RII8@1224|Proteobacteria,2WEIW@28216|Betaproteobacteria,3T9AW@506|Alcaligenaceae	28216|Betaproteobacteria	S	Oxidoreductase family, C-terminal alpha/beta domain	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
