## Wed Dec 27 23:47:52 2023
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_gxfr40pc --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_gxfr40pc --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_gxfr40pc/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
358	264199.stu1399	4.03e-256	702.0	COG2017@1|root,COG2017@2|Bacteria,1V5UK@1239|Firmicutes,4HTRY@91061|Bacilli	91061|Bacilli	G	Catalyzes the interconversion of alpha and beta anomers of maltose	galM	-	5.1.3.3	ko:K01785	ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130	M00632	R01602,R10619	RC00563	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldose_epim
359	226186.BT_3027	1.13e-263	724.0	COG5492@1|root,COG5492@2|Bacteria,4P48C@976|Bacteroidetes,2FTDM@200643|Bacteroidia,4ASPA@815|Bacteroidaceae	976|Bacteroidetes	N	domain, Protein	-	-	-	-	-	-	-	-	-	-	-	-	-
360	9606.ENSP00000333640	3.81e-194	549.0	KOG3107@1|root,KOG3107@2759|Eukaryota,39S4S@33154|Opisthokonta,3BJDD@33208|Metazoa,3D1HT@33213|Bilateria,4857K@7711|Chordata,495QB@7742|Vertebrata,3JCH0@40674|Mammalia,35I0M@314146|Euarchontoglires,4M772@9443|Primates,4MZ0D@9604|Hominidae	33208|Metazoa	K	EYA transcriptional coactivator and phosphatase 2	EYA2	GO:0000287,GO:0001704,GO:0001707,GO:0001708,GO:0001710,GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006282,GO:0006325,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006839,GO:0006915,GO:0006996,GO:0007005,GO:0007006,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007369,GO:0007498,GO:0007501,GO:0008134,GO:0008150,GO:0008152,GO:0008219,GO:0008637,GO:0009653,GO:0009790,GO:0009888,GO:0009893,GO:0009966,GO:0009968,GO:0009987,GO:0010604,GO:0010646,GO:0010648,GO:0010941,GO:0012501,GO:0014706,GO:0016043,GO:0016311,GO:0016569,GO:0016570,GO:0016576,GO:0016787,GO:0016788,GO:0016791,GO:0019219,GO:0019222,GO:0019538,GO:0023051,GO:0023052,GO:0023057,GO:0030154,GO:0031323,GO:0031325,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0035335,GO:0035794,GO:0036211,GO:0038034,GO:0042578,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045165,GO:0045739,GO:0045935,GO:0046872,GO:0046902,GO:0048332,GO:0048333,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048598,GO:0048646,GO:0048729,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051276,GO:0051716,GO:0060255,GO:0060537,GO:0060548,GO:0060795,GO:0061024,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0080134,GO:0080135,GO:0090559,GO:0097190,GO:0097191,GO:0097192,GO:0097345,GO:0140096,GO:1901099,GO:1901564,GO:1902108,GO:1902110,GO:1902686,GO:1905710,GO:2001020,GO:2001022,GO:2001233,GO:2001234,GO:2001236,GO:2001237,GO:2001239,GO:2001240	3.1.3.48	ko:K15616,ko:K17620	ko05202,map05202	-	-	-	ko00000,ko00001,ko01000,ko01009	-	-	-	Hydrolase
361	1282356.H045_13895	1.18e-49	157.0	COG3130@1|root,COG3130@2|Bacteria,1N761@1224|Proteobacteria,1SCIC@1236|Gammaproteobacteria,1YQVP@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	J	During stationary phase, converts 70S ribosomes to an inactive dimeric form (100S ribosomes)	rmf	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006417,GO:0006518,GO:0006807,GO:0006950,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0017148,GO:0019222,GO:0019538,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032055,GO:0032268,GO:0032269,GO:0033554,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043024,GO:0043043,GO:0043170,GO:0043555,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0044877,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051716,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112,GO:2000113	-	ko:K03812	-	-	-	-	ko00000,ko03009	-	-	-	RMF
362	272558.10175964	4.56e-101	293.0	2E71A@1|root,331JZ@2|Bacteria,1VG6F@1239|Firmicutes,4HNSV@91061|Bacilli,1ZFRN@1386|Bacillus	91061|Bacilli	S	YugN-like family	yugN	-	-	-	-	-	-	-	-	-	-	-	YugN
363	1198676.SMUGS5_02680	1.02e-229	682.0	COG3064@1|root,COG3087@1|root,COG3064@2|Bacteria,COG3087@2|Bacteria,1TSVF@1239|Firmicutes,4HGKU@91061|Bacilli	91061|Bacilli	D	Glucan-binding protein C	-	-	-	-	-	-	-	-	-	-	-	-	Antigen_C,GbpC,Gram_pos_anchor,Strep_SA_rep
364	9606.ENSP00000252486	1.09e-62	203.0	28NT5@1|root,2QVD6@2759|Eukaryota,39YYN@33154|Opisthokonta,3BM11@33208|Metazoa,3CT0D@33213|Bilateria,480VW@7711|Chordata,490TI@7742|Vertebrata,3JEIK@40674|Mammalia,35HUB@314146|Euarchontoglires,4MKC3@9443|Primates,4MY7G@9604|Hominidae	33208|Metazoa	W	Mediates the binding, internalization, and catabolism of lipoprotein particles. It can serve as a ligand for the LDL (apo B E) receptor and for the specific apo-E receptor (chylomicron remnant) of hepatic tissues	APOE	GO:0000302,GO:0000323,GO:0001101,GO:0001523,GO:0001540,GO:0001558,GO:0001568,GO:0001932,GO:0001933,GO:0001936,GO:0001937,GO:0001941,GO:0001944,GO:0002021,GO:0003008,GO:0003013,GO:0003018,GO:0003674,GO:0005102,GO:0005198,GO:0005215,GO:0005319,GO:0005488,GO:0005496,GO:0005515,GO:0005539,GO:0005543,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005764,GO:0005768,GO:0005769,GO:0005770,GO:0005773,GO:0005783,GO:0005788,GO:0005794,GO:0005829,GO:0005886,GO:0006066,GO:0006355,GO:0006357,GO:0006464,GO:0006469,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006694,GO:0006695,GO:0006706,GO:0006707,GO:0006720,GO:0006721,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006873,GO:0006874,GO:0006875,GO:0006897,GO:0006898,GO:0006950,GO:0006979,GO:0006996,GO:0007010,GO:0007154,GO:0007165,GO:0007186,GO:0007263,GO:0007267,GO:0007268,GO:0007271,GO:0007275,GO:0007399,GO:0007417,GO:0007568,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0007626,GO:0008015,GO:0008047,GO:0008092,GO:0008104,GO:0008150,GO:0008152,GO:0008201,GO:0008202,GO:0008203,GO:0008285,GO:0008289,GO:0008361,GO:0008610,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009605,GO:0009611,GO:0009636,GO:0009653,GO:0009719,GO:0009725,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009896,GO:0009897,GO:0009966,GO:0009968,GO:0009986,GO:0009987,GO:0009991,GO:0010001,GO:0010033,GO:0010035,GO:0010038,GO:0010043,GO:0010243,GO:0010468,GO:0010543,GO:0010544,GO:0010556,GO:0010563,GO:0010594,GO:0010596,GO:0010604,GO:0010605,GO:0010629,GO:0010632,GO:0010633,GO:0010646,GO:0010648,GO:0010720,GO:0010721,GO:0010769,GO:0010770,GO:0010872,GO:0010873,GO:0010874,GO:0010875,GO:0010876,GO:0010877,GO:0010894,GO:0010941,GO:0010942,GO:0010975,GO:0010976,GO:0010977,GO:0012505,GO:0012506,GO:0014012,GO:0014070,GO:0015031,GO:0015248,GO:0015485,GO:0015711,GO:0015718,GO:0015748,GO:0015833,GO:0015849,GO:0015850,GO:0015908,GO:0015909,GO:0015914,GO:0015918,GO:0016020,GO:0016032,GO:0016042,GO:0016043,GO:0016101,GO:0016125,GO:0016126,GO:0016127,GO:0016192,GO:0016209,GO:0017038,GO:0017127,GO:0019058,GO:0019068,GO:0019216,GO:0019218,GO:0019219,GO:0019220,GO:0019222,GO:0019433,GO:0019538,GO:0019725,GO:0019897,GO:0019898,GO:0019915,GO:0019932,GO:0019934,GO:0019935,GO:0022008,GO:0022603,GO:0022604,GO:0022607,GO:0023051,GO:0023052,GO:0023057,GO:0030003,GO:0030030,GO:0030100,GO:0030111,GO:0030135,GO:0030136,GO:0030139,GO:0030154,GO:0030162,GO:0030163,GO:0030178,GO:0030182,GO:0030193,GO:0030195,GO:0030234,GO:0030301,GO:0030307,GO:0030334,GO:0030336,GO:0030425,GO:0030516,GO:0030659,GO:0030662,GO:0030665,GO:0030666,GO:0030669,GO:0031090,GO:0031099,GO:0031102,GO:0031103,GO:0031175,GO:0031232,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031329,GO:0031331,GO:0031344,GO:0031345,GO:0031346,GO:0031347,GO:0031348,GO:0031399,GO:0031400,GO:0031410,GO:0031667,GO:0031967,GO:0031974,GO:0031975,GO:0031982,GO:0031983,GO:0032092,GO:0032101,GO:0032102,GO:0032268,GO:0032269,GO:0032270,GO:0032368,GO:0032369,GO:0032370,GO:0032371,GO:0032372,GO:0032373,GO:0032374,GO:0032375,GO:0032376,GO:0032459,GO:0032462,GO:0032489,GO:0032501,GO:0032502,GO:0032526,GO:0032535,GO:0032768,GO:0032770,GO:0032803,GO:0032805,GO:0032868,GO:0032879,GO:0032934,GO:0032991,GO:0032994,GO:0033036,GO:0033218,GO:0033344,GO:0033554,GO:0033673,GO:0033700,GO:0033993,GO:0034097,GO:0034248,GO:0034249,GO:0034250,GO:0034358,GO:0034361,GO:0034362,GO:0034363,GO:0034364,GO:0034365,GO:0034367,GO:0034368,GO:0034369,GO:0034370,GO:0034371,GO:0034372,GO:0034374,GO:0034375,GO:0034377,GO:0034378,GO:0034380,GO:0034381,GO:0034382,GO:0034384,GO:0034385,GO:0034447,GO:0034612,GO:0034613,GO:0034645,GO:0035023,GO:0035150,GO:0035239,GO:0035295,GO:0035296,GO:0035556,GO:0035640,GO:0035641,GO:0035690,GO:0035821,GO:0036094,GO:0036211,GO:0036314,GO:0036315,GO:0036477,GO:0040008,GO:0040012,GO:0040013,GO:0042063,GO:0042127,GO:0042157,GO:0042158,GO:0042159,GO:0042176,GO:0042221,GO:0042277,GO:0042311,GO:0042325,GO:0042326,GO:0042493,GO:0042592,GO:0042627,GO:0042632,GO:0042802,GO:0042803,GO:0042886,GO:0042981,GO:0042982,GO:0042995,GO:0043005,GO:0043025,GO:0043062,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043086,GO:0043113,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043178,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043254,GO:0043269,GO:0043270,GO:0043271,GO:0043393,GO:0043405,GO:0043407,GO:0043408,GO:0043409,GO:0043412,GO:0043434,GO:0043523,GO:0043524,GO:0043535,GO:0043537,GO:0043549,GO:0043687,GO:0043691,GO:0043900,GO:0043902,GO:0043903,GO:0043933,GO:0044070,GO:0044085,GO:0044087,GO:0044089,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044281,GO:0044282,GO:0044283,GO:0044297,GO:0044403,GO:0044419,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044433,GO:0044444,GO:0044446,GO:0044459,GO:0044463,GO:0044464,GO:0044788,GO:0044794,GO:0044877,GO:0045184,GO:0045334,GO:0045471,GO:0045540,GO:0045541,GO:0045595,GO:0045596,GO:0045597,GO:0045664,GO:0045665,GO:0045666,GO:0045732,GO:0045773,GO:0045807,GO:0045833,GO:0045834,GO:0045859,GO:0045862,GO:0045927,GO:0045936,GO:0045939,GO:0045940,GO:0046164,GO:0046165,GO:0046461,GO:0046464,GO:0046486,GO:0046503,GO:0046578,GO:0046677,GO:0046848,GO:0046872,GO:0046889,GO:0046890,GO:0046907,GO:0046911,GO:0046942,GO:0046983,GO:0048156,GO:0048167,GO:0048168,GO:0048468,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048524,GO:0048583,GO:0048585,GO:0048638,GO:0048639,GO:0048666,GO:0048678,GO:0048699,GO:0048709,GO:0048731,GO:0048844,GO:0048856,GO:0048869,GO:0048878,GO:0050678,GO:0050680,GO:0050727,GO:0050728,GO:0050750,GO:0050767,GO:0050768,GO:0050769,GO:0050770,GO:0050772,GO:0050773,GO:0050789,GO:0050790,GO:0050792,GO:0050793,GO:0050794,GO:0050795,GO:0050801,GO:0050803,GO:0050804,GO:0050807,GO:0050808,GO:0050810,GO:0050818,GO:0050819,GO:0050865,GO:0050866,GO:0050877,GO:0050878,GO:0050880,GO:0050890,GO:0050896,GO:0050999,GO:0051000,GO:0051043,GO:0051044,GO:0051049,GO:0051050,GO:0051051,GO:0051055,GO:0051056,GO:0051093,GO:0051094,GO:0051098,GO:0051099,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051235,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051248,GO:0051252,GO:0051270,GO:0051271,GO:0051338,GO:0051341,GO:0051348,GO:0051353,GO:0051641,GO:0051649,GO:0051651,GO:0051668,GO:0051702,GO:0051704,GO:0051716,GO:0051817,GO:0051851,GO:0051960,GO:0051961,GO:0051962,GO:0055065,GO:0055074,GO:0055080,GO:0055081,GO:0055082,GO:0055088,GO:0055089,GO:0055090,GO:0055092,GO:0060205,GO:0060228,GO:0060255,GO:0060284,GO:0060548,GO:0060627,GO:0060828,GO:0060840,GO:0060998,GO:0060999,GO:0061000,GO:0061024,GO:0061041,GO:0061045,GO:0061387,GO:0061564,GO:0061771,GO:0062012,GO:0062014,GO:0065003,GO:0065005,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070325,GO:0070326,GO:0070328,GO:0070555,GO:0070723,GO:0070727,GO:0070848,GO:0070887,GO:0071236,GO:0071310,GO:0071345,GO:0071347,GO:0071361,GO:0071363,GO:0071396,GO:0071397,GO:0071407,GO:0071682,GO:0071702,GO:0071704,GO:0071705,GO:0071813,GO:0071814,GO:0071825,GO:0071827,GO:0071830,GO:0071840,GO:0071900,GO:0071901,GO:0071944,GO:0072358,GO:0072359,GO:0072503,GO:0072507,GO:0072562,GO:0072578,GO:0072657,GO:0080090,GO:0080134,GO:0090066,GO:0090083,GO:0090090,GO:0090181,GO:0090206,GO:0090207,GO:0090209,GO:0090261,GO:0090370,GO:0097006,GO:0097113,GO:0097114,GO:0097159,GO:0097237,GO:0097305,GO:0097306,GO:0097367,GO:0097447,GO:0097458,GO:0097688,GO:0097708,GO:0097746,GO:0097755,GO:0098552,GO:0098588,GO:0098657,GO:0098754,GO:0098771,GO:0098772,GO:0098805,GO:0098869,GO:0098916,GO:0099173,GO:0099175,GO:0099177,GO:0099536,GO:0099537,GO:0106118,GO:0106119,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:1900006,GO:1900046,GO:1900047,GO:1900221,GO:1900271,GO:1900272,GO:1901214,GO:1901215,GO:1901216,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616,GO:1901617,GO:1901626,GO:1901627,GO:1901628,GO:1901629,GO:1901630,GO:1901631,GO:1901652,GO:1901681,GO:1901698,GO:1901700,GO:1901701,GO:1902003,GO:1902004,GO:1902430,GO:1902531,GO:1902532,GO:1902652,GO:1902653,GO:1902903,GO:1902905,GO:1902930,GO:1902931,GO:1902947,GO:1902950,GO:1902951,GO:1902952,GO:1902991,GO:1902992,GO:1902993,GO:1902994,GO:1902995,GO:1902996,GO:1902998,GO:1902999,GO:1903000,GO:1903001,GO:1903002,GO:1903034,GO:1903035,GO:1903362,GO:1903364,GO:1903365,GO:1903506,GO:1903792,GO:1903793,GO:1904421,GO:1905809,GO:1905853,GO:1905855,GO:1905858,GO:1905860,GO:1905890,GO:1905906,GO:1905908,GO:1905952,GO:1905953,GO:1905954,GO:1990748,GO:1990777,GO:2000026,GO:2000112,GO:2000145,GO:2000146,GO:2000171,GO:2000644,GO:2000646,GO:2000822,GO:2001138,GO:2001139,GO:2001140,GO:2001141	-	ko:K04524	ko04979,ko05010,map04979,map05010	-	-	-	ko00000,ko00001,ko00536,ko04147	-	-	-	Apolipoprotein
365	5693.XP_813060.1	5.68e-237	655.0	2BVJI@1|root,2S2B0@2759|Eukaryota,3XVPS@5653|Kinetoplastida	5653|Kinetoplastida	S	Myosin-like coiled-coil protein	-	-	-	-	-	-	-	-	-	-	-	-	Taxilin
366	316407.21321962	2.95e-106	306.0	COG2001@1|root,COG2001@2|Bacteria,1RHCG@1224|Proteobacteria,1S63F@1236|Gammaproteobacteria,3XPDS@561|Escherichia	1236|Gammaproteobacteria	K	Negatively regulates its own expression and that of the subsequent genes in the proximal part of the division and cell wall (dcw) gene cluster. Acts by binding directly to DNA. May also regulate the expression of genes outside the dcw cluster	mraZ	GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031333,GO:0043254,GO:0043565,GO:0044087,GO:0044212,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2000142,GO:2000143,GO:2001141	-	ko:K03925	-	-	-	-	ko00000	-	-	-	MraZ
367	196627.cg0833	6.82e-109	313.0	COG3832@1|root,COG3832@2|Bacteria,2IHR8@201174|Actinobacteria,22PHK@1653|Corynebacteriaceae	201174|Actinobacteria	S	Activator of Hsp90 ATPase homolog 1-like protein	-	-	-	-	-	-	-	-	-	-	-	-	AHSA1
368	10090.ENSMUSP00000083115	3.91e-168	470.0	KOG3864@1|root,KOG3864@2759|Eukaryota,3A1V4@33154|Opisthokonta,3BQDT@33208|Metazoa,3D5SG@33213|Bilateria,48C78@7711|Chordata,490UF@7742|Vertebrata,3J626@40674|Mammalia,35E6Y@314146|Euarchontoglires,4PS40@9989|Rodentia	33208|Metazoa	S	mitochondrial respiratory chain complex I assembly	ATP5SL	GO:0006996,GO:0007005,GO:0008150,GO:0009987,GO:0010257,GO:0016043,GO:0022607,GO:0032981,GO:0033108,GO:0034622,GO:0043933,GO:0044085,GO:0065003,GO:0071840	-	ko:K14816	-	-	-	-	ko00000,ko03009	-	-	-	LRR_6
369	9606.ENSP00000293230	7.38e-133	377.0	KOG3378@1|root,KOG3378@2759|Eukaryota,39AZE@33154|Opisthokonta,3BM0A@33208|Metazoa,3D0A7@33213|Bilateria,48BS6@7711|Chordata,494ZU@7742|Vertebrata,3J1HP@40674|Mammalia,3594G@314146|Euarchontoglires,4MKTX@9443|Primates,4MT90@9604|Hominidae	33208|Metazoa	C	Globin	CYGB	GO:0001666,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005344,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006810,GO:0006950,GO:0006979,GO:0008144,GO:0008150,GO:0008152,GO:0008941,GO:0009628,GO:0009636,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010712,GO:0010713,GO:0010762,GO:0010764,GO:0015669,GO:0015671,GO:0015893,GO:0016209,GO:0016491,GO:0016604,GO:0016607,GO:0016661,GO:0016684,GO:0016705,GO:0016708,GO:0019222,GO:0019395,GO:0019752,GO:0019825,GO:0020037,GO:0030258,GO:0030334,GO:0030336,GO:0031974,GO:0031981,GO:0032768,GO:0032787,GO:0032879,GO:0032965,GO:0032966,GO:0034440,GO:0036094,GO:0036293,GO:0036477,GO:0040012,GO:0040013,GO:0042221,GO:0042493,GO:0042995,GO:0043005,GO:0043025,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044297,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0046872,GO:0046906,GO:0046914,GO:0047888,GO:0048037,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050865,GO:0050866,GO:0050896,GO:0050999,GO:0051179,GO:0051213,GO:0051234,GO:0051270,GO:0051271,GO:0051341,GO:0051716,GO:0055114,GO:0065007,GO:0065009,GO:0070013,GO:0070482,GO:0070887,GO:0071704,GO:0097159,GO:0097237,GO:0097458,GO:0098754,GO:0098809,GO:0098869,GO:0120025,GO:0140104,GO:1901363,GO:1990748,GO:2000145,GO:2000146,GO:2000489,GO:2000490	-	ko:K21894	-	-	-	-	ko00000,ko02000	1.A.107.1.5	-	-	Globin
371	272844.PAB0955	1.19e-181	506.0	COG1100@1|root,arCOG01225@2157|Archaea,2XVSF@28890|Euryarchaeota,2432I@183968|Thermococci	183968|Thermococci	D	Conserved hypothetical ATP binding protein	-	-	-	ko:K06883	-	-	-	-	ko00000	-	-	-	ATP_bind_1
372	176299.Atu4866	9.92e-57	175.0	COG3631@1|root,COG3631@2|Bacteria,1MZ4W@1224|Proteobacteria,2UCRC@28211|Alphaproteobacteria,4BG7I@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Agrobacterium tumefaciens protein Atu4866	-	-	-	-	-	-	-	-	-	-	-	-	Atu4866
373	546267.NEIPOLOT_01394	7.08e-83	246.0	COG1846@1|root,COG1846@2|Bacteria,1RJPG@1224|Proteobacteria,2VRN5@28216|Betaproteobacteria	28216|Betaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	MarR,MarR_2
374	7227.FBpp0076868	0.0	1201.0	KOG4197@1|root,KOG4197@2759|Eukaryota,38DHC@33154|Opisthokonta,3BFSV@33208|Metazoa,3CZD4@33213|Bilateria,41WTT@6656|Arthropoda,3SJUB@50557|Insecta,44WTQ@7147|Diptera,45R0H@7214|Drosophilidae	33208|Metazoa	S	Pentacotripeptide-repeat region of PRORP	PTCD1	GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0031123,GO:0031974,GO:0034470,GO:0034641,GO:0034660,GO:0042780,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043628,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363	-	ko:K02130,ko:K17710	ko00190,ko01100,ko04714,map00190,map01100,map04714	M00158	-	-	ko00000,ko00001,ko00002,ko03016,ko03029	3.A.2.1	-	-	PPR,PPR_2,PPR_3
375	243274.THEMA_04555	5.78e-107	308.0	COG1918@1|root,COG1918@2|Bacteria,2GDI6@200918|Thermotogae	200918|Thermotogae	P	PFAM FeoA	-	-	-	ko:K04758	-	-	-	-	ko00000,ko02000	-	-	-	FeoA
376	5691.EAN78407	6.51e-243	667.0	KOG4840@1|root,KOG4840@2759|Eukaryota,3XVD0@5653|Kinetoplastida	5653|Kinetoplastida	S	Protein of unknown function (DUF1749)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1749
